division_code,division_name,region_code_,region_name_,state_abbr,state_code,state_name,year,obese_pct_1,obese_pct_2,obese_pct_3,obese_pct_4,obese_pct_5,obese_pct_6,obese_pct_7,highbloodpress_pct_1,highbloodpress_pct_2,highbloodpress_pct_3,highbloodpress_pct_4,highbloodpress_pct_5,highbloodpress_pct_6,highbloodpress_pct_7,diabetes_pct_1,diabetes_pct_2,diabetes_pct_3,diabetes_pct_4,diabetes_pct_5,diabetes_pct_6,diabetes_pct_7,povrate15_1,childpovrate15_1,foodinsec_15_17_1,popestimate_1,npopchg_1,births_1,deaths_1,naturalinc_1,internationalmig_1,domesticmig_1,netmig_1,residual_1,rbirth_1,rdeath_1,rnaturalinc_1,rinternationalmig_1,rdomesticmig_1,rnetmig_1,percap_real_inc_1,povrate15_2,childpovrate15_2,foodinsec_15_17_2,popestimate_2,npopchg_2,births_2,deaths_2,naturalinc_2,internationalmig_2,domesticmig_2,netmig_2,residual_2,rbirth_2,rdeath_2,rnaturalinc_2,rinternationalmig_2,rdomesticmig_2,rnetmig_2,percap_real_inc_2,povrate15_3,childpovrate15_3,foodinsec_15_17_3,popestimate_3,npopchg_3,births_3,deaths_3,naturalinc_3,internationalmig_3,domesticmig_3,netmig_3,residual_3,rbirth_3,rdeath_3,rnaturalinc_3,rinternationalmig_3,rdomesticmig_3,rnetmig_3,percap_real_inc_3,povrate15_4,childpovrate15_4,foodinsec_15_17_4,popestimate_4,npopchg_4,births_4,deaths_4,naturalinc_4,internationalmig_4,domesticmig_4,netmig_4,residual_4,rbirth_4,rdeath_4,rnaturalinc_4,rinternationalmig_4,rdomesticmig_4,rnetmig_4,percap_real_inc_4,povrate15_5,childpovrate15_5,foodinsec_15_17_5,popestimate_5,npopchg_5,births_5,deaths_5,naturalinc_5,internationalmig_5,domesticmig_5,netmig_5,residual_5,rbirth_5,rdeath_5,rnaturalinc_5,rinternationalmig_5,rdomesticmig_5,rnetmig_5,percap_real_inc_5,povrate15_6,childpovrate15_6,foodinsec_15_17_6,popestimate_6,npopchg_6,births_6,deaths_6,naturalinc_6,internationalmig_6,domesticmig_6,netmig_6,residual_6,rbirth_6,rdeath_6,rnaturalinc_6,rinternationalmig_6,rdomesticmig_6,rnetmig_6,percap_real_inc_6,povrate15_7,childpovrate15_7,foodinsec_15_17_7,popestimate_7,npopchg_7,births_7,deaths_7,naturalinc_7,internationalmig_7,domesticmig_7,netmig_7,residual_7,rbirth_7,rdeath_7,rnaturalinc_7,rinternationalmig_7,rdomesticmig_7,rnetmig_7,percap_real_inc_7
5,South Atlantic,3,South,MD,24,Maryland,2017,28.8,42.2,28.4,7.4,,35.4,29.4,33.2,37.5,40.1,25.1,,29.5,16.6,9.300000000000001,13.8,,11.8,,8.300000000000001,4.8,11.475,16.7,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,11.475,16.7,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,11.475,16.7,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,11.475,16.7,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,11.475,16.7,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,11.475,16.7,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102,11.475,16.7,10.4,6023868,20545,71942,49834,22108,22617,-24054,-1437,-126,11.963225,8.2868891,3.6763363,3.760978,-3.9999366,-.23895854,53102
5,South Atlantic,3,South,MD,24,Maryland,2018,28.8,38.8,41.1,13.1,,31.2,30.8,,,,,,,,,,,,,,,11.475,16.7,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,11.475,16.7,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,11.475,16.7,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,11.475,16.7,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,11.475,16.7,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,11.475,16.7,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041,11.475,16.7,10.4,6035802,11934,71389,50845,20544,15809,-24353,-8544,-66,11.839295,8.4322376,3.4070585,2.6217964,-4.0387506,-1.4169542,54041
5,South Atlantic,3,South,MD,24,Maryland,2019,29.2,42.3,40.8,10.7,,42.7,32,35.3,41,38.2,20.7,,31.3,17.8,9.800000000000001,14.3,,11.8,,10.9,6.7,11.475,16.7,10.4,6045680,9878,70091,51453,18638,15011,-23665,-8654,-106,11.603046,8.517664,3.0853832,2.4849601,-3.9175658,-1.4326057,54883,11.475,16.7,10.4,6045680,9878,70091,51453,18638,15011,-23665,-8654,-106,11.603046,8.517664,3.0853832,2.4849601,-3.9175658,-1.4326057,54883,11.475,16.7,10.4,6045680,9878,70091,51453,18638,15011,-23665,-8654,-106,11.603046,8.517664,3.0853832,2.4849601,-3.9175658,-1.4326057,54883,11.475,16.7,10.4,6045680,9878,70091,51453,18638,15011,-23665,-8654,-106,11.603046,8.517664,3.0853832,2.4849601,-3.9175658,-1.4326057,54883,11.475,16.7,10.4,6045680,9878,70091,51453,18638,15011,-23665,-8654,-106,11.603046,8.517664,3.0853832,2.4849601,-3.9175658,-1.4326057,54883,11.475,16.7,10.4,6045680,9878,70091,51453,18638,15011,-23665,-8654,-106,11.603046,8.517664,3.0853832,2.4849601,-3.9175658,-1.4326057,54883,11.475,16.7,10.4,6045680,9878,70091,51453,18638,15011,-23665,-8654,-106,11.603046,8.517664,3.0853832,2.4849601,-3.9175658,-1.4326057,54883
5,South Atlantic,3,South,NC,37,North Carolina,2017,30.2,41.6,36,,,31,28,34.8,42.7,39.3,,,24.3,19.7,10.1,17.4,11.5,,,,9.199999999999999,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947,18.589,27.713,12.4,10268233,113445,120151,91775,28376,20173,64697,84870,199,11.766232,8.9874067,2.778825,1.9755157,6.3356934,8.3112087,45947
5,South Atlantic,3,South,NC,37,North Carolina,2018,29.4,44.8,59.4,,,36.6,30.6,,,,,,,,,,,,,,,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743,18.589,27.713,12.4,10381615,113382,120176,93703,26473,14913,71915,86828,81,11.639408,9.0754175,2.5639899,1.444369,6.9651842,8.4095535,46743
5,South Atlantic,3,South,NC,37,North Carolina,2019,30.1,47.8,35,,,48.7,31.4,35.2,45.8,54,,,21.5,15.2,11.4,14.4,23.3,,,17.2,7.8,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629,18.589,27.713,12.4,10488084,106469,119203,94312,24891,14184,67338,81522,56,11.423548,9.0381756,2.3853722,1.3592913,6.4531837,7.8124747,47629
5,South Atlantic,3,South,SC,45,South Carolina,2017,30.8,43.5,40.2,,,32.9,30.8,36.9,45.8,44.4,,,29.4,19.4,12.3,18.2,17.7,,,10.6,5.4,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123,20.84782608695653,30.40434782608695,11.7,5021268,63300,56943,48815,8128,5757,49262,55019,153,11.412296,9.7833138,1.6289824,1.1537957,9.8729,11.026696,44123
5,South Atlantic,3,South,SC,45,South Carolina,2018,32.1,41.7,51.6,,,27.3,27.3,,,,,,,,,,,,,,,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754,20.84782608695653,30.40434782608695,11.7,5084156,62888,56793,50428,6365,6067,50330,56397,126,11.240103,9.9803829,1.2597195,1.2007413,9.9609871,11.161729,44754
5,South Atlantic,3,South,SC,45,South Carolina,2019,32.1,45.8,33.8,,,37.2,30.4,38.2,44.2,46.2,,,28.1,14.3,12.9,16.2,26.8,,,5.8,,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420,20.84782608695653,30.40434782608695,11.7,5148714,64558,56353,50744,5609,5724,53034,58758,191,11.014114,9.9178429,1.0962712,1.1187477,10.36542,11.484168,45420
5,South Atlantic,3,South,VA,51,Virginia,2017,28.5,43.7,25.6,7.5,,22.5,32.2,32.5,44.7,32.1,14.1,,27,19.7,9.800000000000001,17.7,,4.4,,,5.7,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856,14.70676691729324,20.86466165413534,9.799999999999976,8463587,53481,101430,67950,33480,32574,-12473,20101,-100,12.022264,8.053957,3.9683073,3.8609211,-1.4783959,2.3825252,51856
5,South Atlantic,3,South,VA,51,Virginia,2018,29.2,40.2,27.5,14.3,,37.1,27.7,,,,,,,,,,,,,,,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928,14.70676691729324,20.86466165413534,9.799999999999976,8501286,37699,99818,68737,31081,15990,-9317,6673,-55,11.76761,8.1034498,3.6641595,1.8850716,-1.0983872,.78668433,52928
5,South Atlantic,3,South,VA,51,Virginia,2019,30.3,44.1,28.1,9.6,,33.7,33,34.2,45.4,35.7,13.8,,24.9,18.9,9.9,17.4,,,,13.5,9.800000000000001,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837,14.70676691729324,20.86466165413534,9.799999999999976,8535519,34233,98403,69729,28674,14869,-9136,5733,-174,11.551814,8.1856899,3.3661242,1.7455151,-1.0725015,.67301351,53837
5,South Atlantic,3,South,WV,54,West Virginia,2017,38,42.9,,,,52.8,,44,42,,,,33.1,,15.5,14.6,,,,13.3,,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288,19.16,26.68181818181817,10,1817004,-14019,18870,23142,-4272,400,-10134,-9734,-13,10.345318,12.687407,-2.342088,.21929662,-5.5558801,-5.3365831,42288
5,South Atlantic,3,South,WV,54,West Virginia,2018,39.8,43.4,,,,34.6,,,,,,,,,,,,,,,,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576,19.16,26.68181818181817,10,1804291,-12713,18251,22822,-4571,-132,-7987,-8119,-23,10.07982,12.604331,-2.5245113,-.072902098,-4.411129,-4.4840312,43576
5,South Atlantic,3,South,WV,54,West Virginia,2019,38.9,55.8,,,,48.4,,44.1,41.3,,,,35.6,,15.7,17,,,,,,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437,19.16,26.68181818181817,10,1792147,-12144,17888,22567,-4679,-349,-7073,-7422,-43,9.9476204,12.54964,-2.6020191,-.19408092,-3.9333363,-4.1274171,44437
6,East South Central,3,South,AL,1,Alabama,2017,33.6,44.5,45.9,,,38.6,34.4,40.6,47.6,59.7,,,35,26.5,13.8,15.9,,,,,,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436,22.00746268656717,31.62835820895523,16.29999999999998,4874486,10961,58961,53195,5766,3011,2298,5309,-114,12.109454,10.925229,1.1842254,.61840141,.47196496,1.0903664,45436
6,East South Central,3,South,AL,1,Alabama,2018,34.1,43.8,25.3,,,37.2,30.4,,,,,,,,,,,,,,,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161,22.00746268656717,31.62835820895523,16.29999999999998,4887681,13195,58271,53665,4606,3379,5279,8658,-69,11.938128,10.994485,.94364291,.69226432,1.0815221,1.7737865,46161
6,East South Central,3,South,AL,1,Alabama,2019,32.5,46.7,30.9,,,32.8,35.7,42.4,47.8,39.1,,,34.8,17.3,13.2,17.4,15.3,,,,,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026,22.00746268656717,31.62835820895523,16.29999999999998,4903185,15504,57313,53879,3434,2772,9387,12159,-89,11.707442,11.005972,.70147014,.56624204,1.9175014,2.4837434,47026
6,East South Central,3,South,KY,21,Kentucky,2017,34.5,35.6,37.8,,,30.4,28.9,39.7,48.4,47.3,,,38.3,11.7,13.2,11.1,,,,13.3,,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475,21.40749999999999,30.40416666666668,14.70000000000003,4452268,14086,54910,48541,6369,5916,1936,7852,-135,12.352581,10.919807,1.4327734,1.3308662,.43552351,1.7663897,44475
